Departamento;fechaProduccion;Recurso_Natural;Cantidad_Produccion;
Amazonas;2015;ORO;396;
Amazonas;2017;ARENAS;0;
Amazonas;2016;ORO;513;
Antioquia;2012;GRAVAS;12758;
Antioquia;2022;SERPENTINA EN RAJON;30367;
Antioquia;2021;ARCILLAS CERAMICAS;184402;
Antioquia;2018;CROMO - CROMITA;0;
Antioquia;2019;ARCILLAS CAOLINITICA;12028;
Antioquia;2012;CALIZAS;1292858;
Antioquia;2019;TALCO;1624;
Antioquia;2013;ARENA DE RIO;4829;
Antioquia;2022;ARENAS;1113668;
Antioquia;2021;MANGANESO;358;
Antioquia;2023;ARENAS;480286;
Antioquia;2023;CARBON;55889;
Antioquia;2014;ARCILLAS CAOLINITICA;84538;
Antioquia;2022;CALIZAS;3670658;
Antioquia;2019;CARBONATO DE CALCIO;10;
Antioquia;2016;CROMO - CROMITA;90;
Antioquia;2021;DOLOMITA;39246;
Antioquia;2016;GRAVAS;957395;
Antioquia;2017;MINERAL DE MAGNESIO (MAGNESITA);30;
Antioquia;2023;ARCILLAS FERRUGINOSAS;159874;
Antioquia;2017;ARCILLAS MISCELANEAS;491148;
Antioquia;2022;COBRE;99957;
Antioquia;2018;SERPENTINA EN RAJON;0;
Antioquia;2017;RECEBO;407349;
Antioquia;2015;RECEBO;15291;
Antioquia;2013;ARENA DE CANTERA;77521;
Antioquia;2019;SERPENTINA (SILICATO DE MAGNESIO);22171;
Antioquia;2018;YESO;139;
Antioquia;2016;ARCILLAS;55579;
Antioquia;2019;ARCILLAS;0;
Antioquia;2012;ARCILLAS CERAMICAS;86703;
Antioquia;2013;GRAVAS;1380355;
Antioquia;2014;CARBON;41344;
Antioquia;2017;CROMO - CROMITA;30;
Antioquia;2019;FELDESPATOS;5943;
Antioquia;2023;TALCO;803;
Antioquia;2018;ARCILLAS;0;
Antioquia;2016;SERPENTINA (SILICATO DE MAGNESIO);15;
Antioquia;2021;CALIZAS;3498833;
Antioquia;2016;ARCILLAS MISCELANEAS;496872;
Antioquia;2016;ARENA DE RIO;52;
Antioquia;2018;MARMOL EN RAJON (RETAL DE MÁRMOL);0;
Antioquia;2014;ARCILLAS CERAMICAS;290042;
Antioquia;2015;ARCILLAS CAOLINITICA;11018;
Antioquia;2013;GRAVAS DE RIO;1092456;
Antioquia;2012;PLATA;10067061;
Antioquia;2019;CALIZAS;3673224;
Antioquia;2020;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);259;
Antioquia;2022;CROMO - CROMITA;35372;
Antioquia;2020;DOLOMITA;47422;
Antioquia;2015;PLATA;7709131;
Antioquia;2017;DOLOMITA;77134;
Antioquia;2015;CALIZAS;3685377;
Antioquia;2014;ARENA DE RIO;75895;
Antioquia;2016;PLATINO;13845;
Antioquia;2012;GRAVAS DE RIO;260052;
Antioquia;2020;GRAVAS;2571759;
Antioquia;2012;ARENAS;16324;
Antioquia;2017;PLATINO;3871;
Antioquia;2018;ARCILLAS CAOLINITICA;11162;
Antioquia;2013;YESO;1978;
Antioquia;2018;ARCILLAS MISCELANEAS;372689;
Antioquia;2012;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);717;
Antioquia;2023;COBRE;201856;
Antioquia;2020;MANGANESO;29;
Antioquia;2022;GRAVAS;3676810;
Antioquia;2013;GRAVA DE CANTERA;149995;
Antioquia;2018;MANGANESO;0;
Antioquia;2020;CARBON;14345;
Antioquia;2019;ARENAS;1316471;
Antioquia;2014;ARENA DE CANTERA;75127;
Antioquia;2021;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);291;
Antioquia;2023;CALIZAS;1258773;
Antioquia;2021;ARCILLAS CAOLINITICA;32443;
Antioquia;2023;ARCILLAS CAOLINITICA;3;
Antioquia;2015;GRAVAS;1695884;
Antioquia;2014;DOLOMITA;68745;
Antioquia;2022;ORO;36662772;
Antioquia;2014;GRAVAS;475366;
Antioquia;2020;CROMO - CROMITA;146465;
Antioquia;2019;ARCILLAS CERAMICAS;312185;
Antioquia;2021;GRAVAS;4029389;
Antioquia;2017;CALIZAS;3595702;
Antioquia;2017;MARMOL EN RAJON (RETAL DE MÁRMOL);87;
Antioquia;2013;DOLOMITA;43406;
Antioquia;2012;SERPENTINA (SILICATO DE MAGNESIO);1968;
Antioquia;2015;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);157;
Antioquia;2016;MINERAL DE MAGNESIO (MAGNESITA);15;
Antioquia;2016;ARCILLAS CERAMICAS;173236;
Antioquia;2016;PLATA;7975707;
Antioquia;2022;PLATINO;16287;
Antioquia;2023;MANGANESO;1849;
Antioquia;2020;ARCILLAS FERRUGINOSAS;174108;
Antioquia;2012;ARCILLAS FERRUGINOSAS;45064;
Antioquia;2022;PLATA;29057890;
Antioquia;2013;SERPENTINA EN RAJON;57;
Antioquia;2022;ARCILLAS;21076;
Antioquia;2022;TALCO;2069;
Antioquia;2012;TALCO;252;
Antioquia;2013;ARCILLAS CERAMICAS;178026;
Antioquia;2019;PLATA;8521490;
Antioquia;2021;ARCILLAS MISCELANEAS;9737;
Antioquia;2016;CALIZAS;3535376;
Antioquia;2015;ARCILLAS CERAMICAS;230687;
Antioquia;2022;DOLOMITA;60432;
Antioquia;2012;CARBON;505854;
Antioquia;2015;CROMO - CROMITA;145;
Antioquia;2020;ARCILLAS CAOLINITICA;1158;
Antioquia;2015;TALCO;943;
Antioquia;2014;YESO;1438;
Antioquia;2022;MARMOL EN RAJON (RETAL DE MÁRMOL);217;
Antioquia;2015;PLATINO;5786;
Antioquia;2019;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);417;
Antioquia;2019;PLATINO;4;
Antioquia;2022;ARCILLAS CERAMICAS;80232;
Antioquia;2015;GRAVA DE CANTERA;497466;
Antioquia;2016;ARENA DE CANTERA;895;
Antioquia;2018;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);410;
Antioquia;2017;SERPENTINA (SILICATO DE MAGNESIO);5;
Antioquia;2020;TALCO;621;
Antioquia;2018;CARBON;94528;
Antioquia;2012;ARCILLAS REFRACTARIAS;832;
Antioquia;2021;SERPENTINA (SILICATO DE MAGNESIO);5776;
Antioquia;2018;TALCO;2405;
Antioquia;2013;RECEBO;162233;
Antioquia;2015;DOLOMITA;66837;
Antioquia;2016;ARENAS;930094;
Antioquia;2014;PLATINO;14209;
Antioquia;2018;CARBONATO DE CALCIO;3309;
Antioquia;2018;PLATINO;176;
Antioquia;2013;ORO;26458840;
Antioquia;2022;ARCILLAS CAOLINITICA;28371;
Antioquia;2012;FELDESPATOS;2078;
Antioquia;2012;ARENA DE CANTERA;15094;
Antioquia;2015;ARENAS;338129;
Antioquia;2022;DIABASA;0;
Antioquia;2012;ARCILLAS MISCELANEAS;275578;
Antioquia;2018;GRAVAS;3085332;
Antioquia;2017;ARCILLAS;18098;
Antioquia;2013;ARCILLAS CAOLINITICA;13775;
Antioquia;2019;RECEBO;1134861;
Antioquia;2015;GRAVAS DE RIO;177358;
Antioquia;2013;ARENAS;199309;
Antioquia;2012;SERPENTINA EN RAJON;62;
Antioquia;2021;SERPENTINA EN RAJON;15777;
Antioquia;2021;PLATA;21858537;
Antioquia;2022;MANGANESO;408;
Antioquia;2014;ARCILLAS;111409;
Antioquia;2013;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);320;
Antioquia;2020;CALIZAS;3890137;
Antioquia;2017;ARCILLAS CERAMICAS;207751;
Antioquia;2021;ARENAS;1095161;
Antioquia;2020;ORO;29786605;
Antioquia;2015;ARCILLAS;71494;
Antioquia;2022;ARCILLAS MISCELANEAS;412981;
Antioquia;2022;RECEBO;493038;
Antioquia;2020;DIABASA;374;
Antioquia;2016;ORO;25678778;
Antioquia;2023;RECEBO;78928;
Antioquia;2023;PLOMO;5912970;
Antioquia;2023;ZINC;7107957;
Antioquia;2021;TALCO;1291;
Antioquia;2023;SERPENTINA (SILICATO DE MAGNESIO);6043;
Antioquia;2012;ARENA DE RIO;71431;
Antioquia;2020;CARBONATO DE CALCIO;2;
Antioquia;2014;ARCILLAS MISCELANEAS;64335;
Antioquia;2021;PLATINO;3608;
Antioquia;2019;GRAVAS;3185492;
Antioquia;2017;PLATA;6769509;
Antioquia;2014;PLATA;8312716;
Antioquia;2023;DOLOMITA;39276;
Antioquia;2018;CALIZAS;3765459;
Antioquia;2013;PLATINO;13325;
Antioquia;2013;CROMO - CROMITA;201;
Antioquia;2020;PLATA;14942583;
Antioquia;2021;ORO;39033153;
Antioquia;2016;RECEBO;35241;
Antioquia;2014;CALIZAS;3304233;
Antioquia;2021;CARBON;243107;
Antioquia;2012;ARCILLAS CAOLINITICA;2103;
Antioquia;2014;ORO;28091944;
Antioquia;2013;FELDESPATOS;1175;
Antioquia;2014;RECEBO;91906;
Antioquia;2019;MANGANESO;3;
Antioquia;2014;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);209;
Antioquia;2018;DOLOMITA;65928;
Antioquia;2022;SERPENTINA (SILICATO DE MAGNESIO);1486;
Antioquia;2017;GRAVAS;2788092;
Antioquia;2012;DOLOMITA;517;
Antioquia;2021;RECEBO;640543;
Antioquia;2017;ARENAS;1210901;
Antioquia;2017;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);416;
Antioquia;2019;DOLOMITA;63355;
Antioquia;2012;ARCILLAS;4517;
Antioquia;2012;RECEBO;0;
Antioquia;2016;GRAVAs DE RIO;77;
Antioquia;2014;GRAVA DE CANTERA;186973;
Antioquia;2012;PLATINO;19126;
Antioquia;2013;ARCILLAS;45;
Antioquia;2018;ORO;21139839;
Antioquia;2020;ARCILLAS CERAMICAS;163901;
Antioquia;2019;MARMOL EN RAJON (RETAL DE MÁRMOL);45;
Antioquia;2017;TALCO;2793;
Antioquia;2018;ASBESTO;355;
Antioquia;2022;CARBON;219963;
Antioquia;2015;ARENA DE CANTERA;24613;
Antioquia;2019;TANTALIO;3;
Antioquia;2020;ARENAS;1142787;
Antioquia;2015;YESO;9;
Antioquia;2022;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);73;
Antioquia;2020;RECEBO;407259;
Antioquia;2015;ORO;23620354;
Antioquia;2019;CROMO - CROMITA;60;
Antioquia;2019;NIOBIO;3;
Antioquia;2012;ARENAS SILICEAS;15;
Antioquia;2013;ARCILLAS MISCELANEAS;547671;
Antioquia;2012;GRAVA DE CANTERA;51899;
Antioquia;2016;TALCO;570;
Antioquia;2015;SERPENTINA EN RAJON;544;
Antioquia;2013;ARCILLAS REFRACTARIAS;2813;
Antioquia;2018;PLATA;8488753;
Antioquia;2013;MARMOL;5761;
Antioquia;2013;CALIZAS;2986692;
Antioquia;2023;ARENAS SILICEAS;90408;
Antioquia;2018;SERPENTINA (SILICATO DE MAGNESIO);1864;
Antioquia;2019;ARCILLAS MISCELANEAS;837355;
Antioquia;2022;ZINC;36996;
Antioquia;2014;TALCO;2174;
Antioquia;2016;ARCILLAS CAOLINITICA;93024;
Antioquia;2013;PLATA;8232247;
Antioquia;2018;SERPENTINA (BLOQUE MENOR A 1 M3);48;
Antioquia;2023;PLATA;19806911;
Antioquia;2022;ARCILLAS FERRUGINOSAS;108831;
Antioquia;2013;TALCO;795;
Antioquia;2021;DIABASA;0;
Antioquia;2012;ORO;27451781;
Antioquia;2016;FELDESPATOS;441;
Antioquia;2015;CARBON;220939;
Antioquia;2023;GRAVAS;1228372;
Antioquia;2020;ARCILLAS MISCELANEAS;243372;
Antioquia;2015;SERPENTINA (SILICATO DE MAGNESIO);15;
Antioquia;2017;FELDESPATOS;661;
Antioquia;2023;DIABASA;0;
Antioquia;2020;SERPENTINA (SILICATO DE MAGNESIO);24034;
Antioquia;2018;ARENAS;1041344;
Antioquia;2014;GRAVAS DE RIO;867141;
Antioquia;2015;ARENA DE RIO;9359;
Antioquia;2023;ARCILLAS MISCELANEAS;101512;
Antioquia;2017;MANGANESO;27;
Antioquia;2019;ORO;20953263;
Antioquia;2018;ARCILLAS CERAMICAS;168124;
Antioquia;2020;MARMOL EN RAJON (RETAL DE MÁRMOL);404;
Antioquia;2019;CARBON;130145;
Antioquia;2015;FELDESPATOS;711;
Antioquia;2016;CARBON;20794;
Antioquia;2016;DOLOMITA;68562;
Antioquia;2017;CARBON;12196;
Antioquia;2014;FELDESPATOS;568;
Antioquia;2015;ARCILLAS MISCELANEAS;392406;
Antioquia;2023;PLATINO;697;
Antioquia;2023;ORO;20548093;
Antioquia;2014;ARENAS;863507;
Antioquia;2019;ARCILLAS BENTONITICA;73223;
Antioquia;2014;CROMO - CROMITA;183;
Antioquia;2013;CARBON;365582;
Antioquia;2012;CROMO - CROMITA;626;
Antioquia;2023;ARCILLAS CERAMICAS;38159;
Antioquia;2017;ARCILLAS CAOLINITICA;115543;
Antioquia;2019;VOLFRAMIO;3;
Antioquia;2017;ORO;19743218;
Antioquia;2018;RECEBO;1410893;
Arauca;2012;ARCILLAS;0;
Arauca;2018;GRAVAS;274192;
Arauca;2013;GRAVAS DE RIO;59831;
Arauca;2016;GRAVAs DE RIO;69426;
Arauca;2016;GRAVA DE CANTERA;315;
Arauca;2021;GRAVAS;157028;
Arauca;2014;ARENA DE RIO;109793;
Arauca;2016;ARCILLAS MISCELANEAS;15066;
Arauca;2017;ARENAS;40545;
Arauca;2012;ARCILLAS MISCELANEAS;8427;
Arauca;2019;ARENAS;50117;
Arauca;2023;GRAVAS;65507;
Arauca;2020;ARENAS;50051;
Arauca;2014;GRAVAS;13254;
Arauca;2018;ARCILLAS MISCELANEAS;30559;
Arauca;2012;ARENAS;400;
Arauca;2013;ARCILLAS;0;
Arauca;2016;GRAVAS;28901;
Arauca;2018;ARCILLAS CERAMICAS;80;
Arauca;2013;ARENA DE RIO;1477438;
Arauca;2015;GRAVAS;3846;
Arauca;2022;GRAVAS;12324;
Arauca;2019;GRAVAS;147489;
Arauca;2017;ARCILLAS CERAMICAS;160;
Arauca;2022;ARCILLAS MISCELANEAS;25;
Arauca;2013;RECEBO;0;
Arauca;2012;GRAVAS DE RIO;303;
Arauca;2015;ARCILLAS;53974;
Arauca;2015;GRAVAS DE RIO;1536;
Arauca;2013;ARCILLAS MISCELANEAS;81753;
Arauca;2015;ARENA DE RIO;16258;
Arauca;2012;GRAVAS;15925;
Arauca;2019;ARCILLAS;0;
Arauca;2020;GRAVAS;209098;
Arauca;2013;GRAVAS;34985;
Arauca;2021;ARCILLAS MISCELANEAS;22469;
Arauca;2016;ARENAS;16322;
Arauca;2020;ARCILLAS MISCELANEAS;7618;
Arauca;2012;ARENA DE RIO;468414;
Arauca;2014;ARENAS;932;
Arauca;2018;ARCILLAS;0;
Arauca;2014;ARCILLAS;45946;
Arauca;2014;ARCILLAS MISCELANEAS;8341;
Arauca;2023;ARCILLAS MISCELANEAS;4203;
Arauca;2016;ARCILLAS;4486;
Arauca;2017;ARCILLAS;15107;
Arauca;2017;ARCILLAS MISCELANEAS;22339;
Arauca;2012;GRAVA DE CANTERA;50967;
Arauca;2014;GRAVAS DE RIO;60688;
Arauca;2013;GRAVA DE CANTERA;244264;
Arauca;2014;ARENA DE CANTERA;132463;
Arauca;2016;RECEBO;0;
Arauca;2014;GRAVA DE CANTERA;110247;
Arauca;2013;ARENAS;449;
Arauca;2019;ARCILLAS MISCELANEAS;17386;
Arauca;2015;ARCILLAS MISCELANEAS;51075;
Arauca;2018;ARENAS;148057;
Arauca;2015;GRAVA DE CANTERA;373655;
Arauca;2017;GRAVAS;234729;
Atlantico;2018;ARENAS;748131;
Atlantico;2012;ARENAS;69943;
Atlantico;2017;CALIZAS;646673;
Atlantico;2017;ARCILLAS;0;
Atlantico;2016;ARENAS SILICEAS;5298;
Atlantico;2014;ARENAS SILICEAS;10927;
Atlantico;2018;GRAVAS;630542;
Atlantico;2013;ARCILLAS FERRUGINOSAS;12548;
Atlantico;2019;ARCILLAS CERAMICAS;74818;
Atlantico;2020;ARCILLAS MISCELANEAS;33086;
Atlantico;2013;ARENA DE RIO;736;
Atlantico;2014;ARENA DE CANTERA;49858;
Atlantico;2016;CALIZAS;501244;
Atlantico;2014;GRAVA DE CANTERA;218805;
Atlantico;2023;ARENAS;85113;
Atlantico;2016;ARENA DE CANTERA;235275;
Atlantico;2019;ARENAS;618272;
Atlantico;2015;ARCILLAS;43481;
Atlantico;2016;ARCILLAS CERAMICAS;99689;
Atlantico;2018;ARCILLAS MISCELANEAS;30437;
Atlantico;2023;ARCILLAS CERAMICAS;17703;
Atlantico;2017;ARENAS;668799;
Atlantico;2022;ARENAS;164037;
Atlantico;2015;GRAVAS;168491;
Atlantico;2016;GRAVAs DE RIO;4283;
Atlantico;2019;RECEBO;334968;
Atlantico;2012;CALIZAS;510206;
Atlantico;2018;ARCILLAS;0;
Atlantico;2013;RECEBO;264785;
Atlantico;2022;ARCILLAS CERAMICAS;54826;
Atlantico;2014;ARCILLAS MISCELANEAS;32442;
Atlantico;2018;CALIZAS;577933;
Atlantico;2014;GRAVAS;26789;
Atlantico;2012;ORO;9195;
Atlantico;2023;RECEBO;6889;
Atlantico;2022;CALIZAS;11578;
Atlantico;2012;GRAVA DE CANTERA;6032;
Atlantico;2020;ARENAS;403102;
Atlantico;2012;ARENA DE CANTERA;100009;
Atlantico;2014;ARCILLAS FERRUGINOSAS;2837;
Atlantico;2012;GRAVAS;2319;
Atlantico;2013;ARCILLAS CERAMICAS;30778;
Atlantico;2015;ARCILLAS CERAMICAS;37836;
Atlantico;2020;CALIZAS;48945;
Atlantico;2017;ARENAS SILICEAS;26835;
Atlantico;2021;CALIZAS;113341;
Atlantico;2022;RECEBO;89125;
Atlantico;2020;RECEBO;14508;
Atlantico;2015;GRAVAs DE RIO;701;
Atlantico;2019;CALIZAS;34209;
Atlantico;2015;ARCILLAS FERRUGINOSAS;27493;
Atlantico;2022;ARENAS SILICEAS;5212;
Atlantico;2017;GRAVAS;358724;
Atlantico;2014;ARCILLAS;1061;
Atlantico;2021;ARENAS SILICEAS;8526;
Atlantico;2022;ARCILLAS MISCELANEAS;1713;
Atlantico;2015;GRAVA DE CANTERA;436545;
Atlantico;2021;RECEBO;137318;
Atlantico;2012;ARCILLAS CERAMICAS;17134;
Atlantico;2016;RECEBO;632688;
Atlantico;2013;GRAVA DE CANTERA;209622;
Atlantico;2013;ARENA DE CANTERA;455366;
Atlantico;2015;CALIZAS;570194;
Atlantico;2017;ARCILLAS MISCELANEAS;18096;
Atlantico;2020;ARCILLAS CERAMICAS;16782;
Atlantico;2012;ARENAS SILICEAS;40;
Atlantico;2023;GRAVAS;106995;
Atlantico;2018;RECEBO;411989;
Atlantico;2015;ARENA DE CANTERA;68234;
Atlantico;2013;ARCILLAS CAOLINITICA;12602;
Atlantico;2016;GRAVAS;306585;
Atlantico;2019;ARCILLAS MISCELANEAS;35537;
Atlantico;2021;ARCILLAS CERAMICAS;19831;
Atlantico;2015;RECEBO;518485;
Atlantico;2014;ARENAS;24416;
Atlantico;2014;RECEBO;23394;
Atlantico;2018;ARCILLAS CERAMICAS;43175;
Atlantico;2020;GRAVAS;20002;
Atlantico;2014;ARCILLAS CERAMICAS;43232;
Atlantico;2023;CALIZAS;36288;
Atlantico;2014;CALIZAS;97701;
Atlantico;2014;GRAVAS DE RIO;46406;
Atlantico;2022;GRAVAS;122031;
Atlantico;2016;GRAVA DE CANTERA;64594;
Atlantico;2018;ARENAS SILICEAS;7778;
Atlantico;2021;GRAVAS;282669;
Atlantico;2016;ARENA DE RIO;28992;
Atlantico;2020;ARENAS SILICEAS;4389;
Atlantico;2015;ARENAS SILICEAS;4671;
Atlantico;2013;CALIZAS;1012185;
Atlantico;2012;RECEBO;6794;
Atlantico;2013;GRAVAS;114222;
Atlantico;2021;ARENAS;286619;
Atlantico;2013;ARENAS SILICEAS;3943;
Atlantico;2015;ARENAS;27474;
Atlantico;2013;ARENAS;108411;
Atlantico;2016;ARENAS;641808;
Atlantico;2017;ARCILLAS CERAMICAS;84622;
Atlantico;2017;RECEBO;239325;
Atlantico;2019;GRAVAS;267444;
Atlantico;2019;ARENAS SILICEAS;2804;
Atlantico;2013;ARCILLAS MISCELANEAS;11332;
Bogota; D.C.;2016;ARENA DE CANTERA;1477
Bogota; D.C.;2012;ARCILLAS CAOLINITICA;187
Bogota; D.C.;2021;ARCILLAS CAOLINITICA;399
Bogota; D.C.;2012;ESMERALDAS SEMIPRECIOSA;2788997
Bogota; D.C.;2018;RECEBO;496467
Bogota; D.C.;2013;ESMERALDAS EN BRUTO;2265470
Bogota; D.C.;2017;ARCILLAS;188443
Bogota; D.C.;2013;GRAVA DE CANTERA;46098
Bogota; D.C.;2015;GRAVAS;0
Bogota; D.C.;2013;ARCILLAS CERAMICAS;799561
Bogota; D.C.;2013;ARCILLAS FERRUGINOSAS;6659
Bogota; D.C.;2015;ESMERALDAS ENGASTADA;8564
Bogota; D.C.;2012;ARCILLAS;0
Bogota; D.C.;202;ARCILLAS CERAMICAS;495982
Bogota; D.C.;2014;GRAVAS;0
Bogota; D.C.;2019;GRAVAS;8328
Bogota; D.C.;202;RECEBO;262705
Bogota; D.C.;2013;GRAVAS;2664
Bogota; D.C.;2015;GRAVA DE CANTERA;48232
Bogota; D.C.;2015;ARENA DE CANTERA;2728
Bogota; D.C.;2014;ARCILLAS;210834
Bogota; D.C.;2013;ARENA DE CANTERA;43433
Bogota; D.C.;2015;RECEBO;461897
Bogota; D.C.;2022;ARENAS;29503
Bogota; D.C.;2013;ESMERALDAS ENGASTADA;32968
Bogota; D.C.;2015;ESMERALDAS SEMIPRECIOSA;11684673
Bogota; D.C.;2012;ESMERALDAS ENGASTADA;20063
Bogota; D.C.;2016;GRAVAS DE RIO;1842
Bogota; D.C.;2015;ARCILLAS MISCELANEAS;290603
Bogota; D.C.;2012;GRAVAS;73833
Bogota; D.C.;2023;ARCILLAS CERAMICAS;85791
Bogota; D.C.;2016;ESMERALDAS EN BRUTO;906502
Bogota; D.C.;2021;ARCILLAS MISCELANEAS;136484
Bogota; D.C.;2016;GRAVAS;1734
Bogota; D.C.;2016;ARCILLAS;25064
Bogota; D.C.;2021;GRAVAS;86226
Bogota; D.C.;2018;GRAVAS;0
Bogota; D.C.;2016;RECEBO;310182
Bogota; D.C.;2015;ESMERALDAS EN BRUTO;1782060
Bogota; D.C.;2017;ARENAS;123035
Bogota; D.C.;2019;ARCILLAS CAOLINITICA;1
Bogota; D.C.;2014;ARCILLAS MISCELANEAS;63387
Bogota; D.C.;2014;RECEBO;356698
Bogota; D.C.;2012;ESMERALDAS;0
Bogota; D.C.;2015;CALIZAS;245
Bogota; D.C.;2019;ARCILLAS CERAMICAS;763651
Bogota; D.C.;2018;ARCILLAS CERAMICAS;475675
Bogota; D.C.;2017;ARCILLAS CERAMICAS;687288
Bogota; D.C.;2014;ESMERALDAS ENGASTADA;11334
Bogota; D.C.;2019;RECEBO;618341
Bogota; D.C.;2014;ARENA DE CANTERA;6094
Bogota; D.C.;2015;ARCILLAS;59664
Bogota; D.C.;2022;GRAVAS;55413
Bogota; D.C.;2017;GRAVAS;22704
Bogota; D.C.;2019;ARCILLAS MISCELANEAS;205379
Bogota; D.C.;2021;RECEBO;35762
Bogota; D.C.;2014;ARCILLAS CERAMICAS;806389
Bogota; D.C.;2013;RECEBO;242093
Bogota; D.C.;2017;RECEBO;390158
Bogota; D.C.;202;ARCILLAS MISCELANEAS;21957
Bogota; D.C.;2017;ARCILLAS MISCELANEAS;130398
Bogota; D.C.;2016;ESMERALDAS TALLADAS;24356
Bogota; D.C.;2016;ARCILLAS MISCELANEAS;25896
Bogota; D.C.;2017;ARCILLAS CAOLINITICA;524
Bogota; D.C.;2023;ARCILLAS MISCELANEAS;53294
Bogota; D.C.;2013;ESMERALDAS TALLADAS;334189
Bogota; D.C.;2022;ARCILLAS CERAMICAS;907946
Bogota; D.C.;2014;ARCILLAS CAOLINITICA;873
Bogota; D.C.;2021;ARCILLAS CERAMICAS;50614
Bogota; D.C.;2018;ARCILLAS;0
Bogota; D.C.;2012;RECEBO;134089
Bogota; D.C.;2012;ARCILLAS MISCELANEAS;85599
Bogota; D.C.;2016;ESMERALDAS ENGASTADA;740
Bogota; D.C.;2018;ARCILLAS MISCELANEAS;314596
Bogota; D.C.;2012;ESMERALDAS EN BRUTO;892457
Bogota; D.C.;2014;GRAVA DE CANTERA;40935
Bogota; D.C.;2015;ARCILLAS CERAMICAS;814559
Bogota; D.C.;2014;ESMERALDAS TALLADAS;399716
Bogota; D.C.;2014;ESMERALDAS SEMIPRECIOSA;7533769
Bogota; D.C.;2014;ESMERALDAS EN BRUTO;1896798
Bogota; D.C.;2023;ARENAS;474
Bogota; D.C.;2016;ARCILLAS CERAMICAS;760816
Bogota; D.C.;202;ARENAS;14652
Bogota; D.C.;2015;ARCILLAS CAOLINITICA;708
Bogota; D.C.;2018;ARCILLAS CAOLINITICA;687
Bogota; D.C.;2012;GRAVA DE CANTERA;43534
Bogota; D.C.;2015;ESMERALDAS TALLADAS;376487
Bogota; D.C.;2013;ARCILLAS MISCELANEAS;245479
Bogota; D.C.;2012;ESMERALDAS TALLADAS;382993
Bogota; D.C.;2013;ESMERALDAS SEMIPRECIOSA;7409418
Bogota; D.C.;2018;ARENAS;3448
Bogota; D.C.;2022;RECEBO;138863
Bogota; D.C.;2012;ARENA DE CANTERA;1507
Bogota; D.C.;202;GRAVAS;722
Bogota; D.C.;2012;ARCILLAS CERAMICAS;155927
Bogota; D.C.;2019;ARENAS;13726
Bogota; D.C.;2016;ARCILLAS CAOLINITICA;1037
Bogota; D.C.;2021;ARENAS;29975
Bogota; D.C.;2016;ESMERALDAS SEMIPRECIOSA;6833504
Bogota; D.C.;2022;ARCILLAS MISCELANEAS;24029
Bolivar;2017;ARCILLAS MISCELANEAS;148904;
Bolivar;2018;CALIZAS;3298673;
Bolivar;2017;ARCILLAS;89412;
Bolivar;2015;SAL;19494;
Bolivar;2014;GRAVAS;64647;
Bolivar;2013;PLATA;252829;
Bolivar;2017;PLATA;589413;
Bolivar;2016;GRAVAS DE RIO;360;
Bolivar;2018;GRAVAS;842069;
Bolivar;2019;CALIZAS;3702425;
Bolivar;2021;PLATINO;0;
Bolivar;2022;ARENAS SILICEAS;20;
Bolivar;2014;ARCILLAS BENTONITICA;47191;
Bolivar;2023;CALIZAS;1990014;
Bolivar;2023;PLATA;4097539;
Bolivar;2012;SAL;5116;
Bolivar;2019;RECEBO;427159;
Bolivar;2013;SAL;18001;
Bolivar;2023;ORO;1751562;
Bolivar;2014;ORO;2749086;
Bolivar;2015;ARCILLAS BENTONITICA;138419;
Bolivar;2015;CALIZAS;3630103;
Bolivar;2021;GRAVAS;482449;
Bolivar;2015;GRAVAS;557;
Bolivar;2014;ARENAS;6651;
Bolivar;2019;GRAVAS;982855;
Bolivar;2017;ARENAS SILICEAS;370;
Bolivar;2015;ORO;3716134;
Bolivar;2020;ORO;2155922;
Bolivar;2014;RECEBO;158791;
Bolivar;2017;RECEBO;16455;
Bolivar;2016;ROCA CORALINA (BLOQUE MAYOR O IGUAL A 1 M3);256;
Bolivar;2012;ROCA CORALINA (BLOQUE MAYOR O IGUAL A 1 M3);222;
Bolivar;2020;ARCILLAS BENTONITICA;163078;
Bolivar;2013;GRAVA DE CANTERA;76237;
Bolivar;2013;RECEBO;191894;
Bolivar;2016;RECEBO;42158;
Bolivar;2016;ROCA CORALINA (BLOQUE MENOR A 1 M3);459;
Bolivar;2016;ARCILLAS MISCELANEAS;200054;
Bolivar;2021;ARCILLAS MISCELANEAS;3458;
Bolivar;2022;ARENAS;402732;
Bolivar;2023;ARCILLAS MISCELANEAS;10692;
Bolivar;2017;GRAVAS;688763;
Bolivar;2020;RECEBO;239615;
Bolivar;2016;GRAVA DE CANTERA;269105;
Bolivar;2022;ARCILLAS MISCELANEAS;23606;
